City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
345,La Ronge,55.1001,-105.2842,21.2,45,100,10.36,CA,overcast clouds
346,Mitsamiouli,-11.3847,43.2844,81.21,75,20,7.43,KM,few clouds
347,Narsaq,60.9167,-46.05,46.4,57,20,4.61,GL,few clouds
348,Sabzevar,36.2126,57.6819,78.17,27,48,20.8,IR,scattered clouds
349,Antalaha,-14.9003,50.2788,74.17,90,53,5.44,MG,broken clouds
350,Gat,31.61,34.7642,66.99,100,0,4.61,IL,clear sky
351,Ginir,7.1333,40.7,59.34,85,70,5.03,ET,broken clouds
352,Okhotsk,59.3833,143.3,23.77,92,61,3.0,RU,broken clouds
353,Vallenar,-28.5708,-70.7581,76.89,36,0,7.74,CL,clear sky
354,Kokopo,-4.352,152.2633,76.14,86,25,4.12,PG,scattered clouds
355,Victoria,22.2855,114.1577,75.0,91,90,9.24,HK,overcast clouds
356,Bairiki,1.3292,172.9752,78.8,89,20,2.3,KI,few clouds
357,Tavda,58.0425,65.2726,43.23,63,100,3.13,RU,overcast clouds
358,Muros,42.7762,-9.0603,60.01,74,16,13.82,ES,few clouds
359,Liverpool,53.4106,-2.9779,55.4,62,90,8.05,GB,overcast clouds
360,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,80.6,83,90,2.3,BR,overcast clouds
361,North Bend,43.4065,-124.2243,60.01,71,1,9.22,US,clear sky
362,Amapa,1.0,-52.0,83.35,75,100,3.51,BR,overcast clouds
363,Jimma,7.6667,36.8333,59.2,96,63,2.89,ET,broken clouds
364,Nizhniy Kuranakh,58.8353,125.4869,18.43,95,100,7.81,RU,light snow
365,Krasnogorsk,55.8225,37.3181,39.0,93,90,6.71,RU,light rain
366,Kayerkan,69.3497,87.7602,25.86,88,84,9.35,RU,broken clouds
367,Tucuma,-0.1833,-50.05,83.39,72,98,6.44,BR,overcast clouds
368,Bonavista,48.6499,-53.1147,46.4,93,100,6.91,CA,overcast clouds
369,Kuloy,61.0305,42.4925,34.97,99,100,3.29,RU,light snow
370,Kavieng,-2.5744,150.7967,81.93,73,87,4.18,PG,overcast clouds
371,Kabinda,-6.1333,24.4833,70.48,86,53,2.57,CD,broken clouds
372,Manjacaze,-24.7117,33.8828,74.08,54,0,6.26,MZ,clear sky
373,Namibe,-15.1961,12.1522,76.41,70,6,13.33,AO,clear sky
374,Gorom-Gorom,14.4439,-0.2361,97.95,16,5,7.65,BF,clear sky
375,Santa Isabel Do Rio Negro,-0.4139,-65.0192,84.81,70,31,2.35,BR,scattered clouds
376,Nemuro,43.3236,145.575,37.4,80,100,2.44,JP,overcast clouds
377,Sangar,63.9242,127.4739,-1.89,99,46,4.68,RU,scattered clouds
378,Tigil,57.8,158.6667,21.97,88,100,6.76,RU,overcast clouds
379,Goderich,43.7501,-81.7165,64.4,48,100,11.5,CA,overcast clouds
380,Vyshestebliyevskaya,45.1961,37.0181,50.0,81,20,2.24,RU,few clouds
381,Clearwater,27.9659,-82.8001,86.0,44,1,4.61,US,clear sky
382,Praya,14.9215,-23.5087,77.0,61,40,20.71,CV,scattered clouds
383,Tabas,33.5959,56.9244,82.15,24,71,1.77,IR,broken clouds
384,Puerto Baquerizo Moreno,-0.9,-89.6,84.2,70,20,18.41,EC,few clouds
385,Kayes,14.0,-11.0,104.63,12,81,8.14,ML,broken clouds
386,Sao Filipe,14.8961,-24.4956,72.93,76,6,11.56,CV,clear sky
387,Atar,20.5169,-13.0499,98.6,11,58,11.5,MR,broken clouds
388,Kargasok,59.0556,80.8572,38.23,90,55,8.81,RU,broken clouds
389,Mandiana,10.6333,-8.6833,85.26,48,95,8.19,GN,overcast clouds
390,Kirkconnel,55.3856,-3.9984,46.4,76,40,21.85,GB,scattered clouds
391,Port Macquarie,-31.4333,152.9167,55.99,88,54,3.0,AU,broken clouds
392,Varhaug,58.6147,5.6457,44.6,70,0,9.22,NO,clear sky
393,San Martin De Las Piramides,19.7,-98.8333,82.4,21,20,5.75,MX,few clouds
394,Isiro,2.7739,27.616,68.88,82,8,1.57,CD,clear sky
395,Quatre Cocos,-20.2078,57.7625,78.01,88,75,12.66,MU,moderate rain
396,High Level,58.5169,-117.136,15.8,53,75,5.75,CA,broken clouds
397,Chifeng,42.2683,118.9636,45.18,27,0,18.59,CN,clear sky
398,Micheweni,-4.9667,39.8333,79.39,81,15,7.67,TZ,few clouds
399,Aquiraz,-3.9014,-38.3911,86.0,66,20,10.36,BR,few clouds
400,Mikuni,36.2171,136.1519,64.4,48,90,12.66,JP,overcast clouds
401,Porto Walter,-8.2686,-72.7439,80.71,63,100,4.34,BR,overcast clouds
402,Chongwe,-15.3292,28.682,66.24,70,68,3.67,ZM,broken clouds
403,Alice Springs,-23.7,133.8833,50.0,57,0,4.61,AU,clear sky
404,Chaoyang,41.5703,120.4586,51.93,21,0,16.75,CN,clear sky
405,Harper,4.375,-7.7169,81.68,79,83,7.85,LR,broken clouds
406,Haines Junction,60.7522,-137.5108,30.2,29,100,8.05,CA,overcast clouds
407,Dalby,-27.1833,151.2667,46.4,93,0,3.44,AU,clear sky
408,Esqueda,30.7167,-109.5833,67.05,24,46,22.46,MX,scattered clouds
409,West Bay,19.3667,-81.4167,87.8,62,20,14.97,KY,few clouds
410,Tanete,-3.9443,119.7848,74.19,93,58,3.38,ID,broken clouds
411,Pinega,64.7001,43.3936,29.23,84,100,6.69,RU,overcast clouds
412,Talnakh,69.4865,88.3972,28.04,88,100,11.97,RU,overcast clouds
413,Gwadar,25.1216,62.3254,83.93,62,98,4.81,PK,overcast clouds
414,Dire,12.2833,-10.9667,99.27,18,8,4.65,ML,clear sky
415,Ugljevik,44.6636,19.0203,50.0,93,90,5.75,BA,overcast clouds
416,Asyut,27.181,31.1837,75.2,46,0,13.8,EG,clear sky
417,La Asuncion,11.0333,-63.8628,75.2,83,100,14.97,VE,overcast clouds
418,Tautira,-17.7333,-149.15,82.4,69,20,4.61,PF,few clouds
419,Svetlaya,46.5389,138.3297,36.41,89,100,0.83,RU,overcast clouds
420,Bulgan,48.8125,103.5347,31.05,62,20,4.76,MN,few clouds
421,Maragogi,-9.0122,-35.2225,81.03,78,22,8.66,BR,few clouds
422,Trairi,-3.2778,-39.2689,82.83,71,10,11.03,BR,clear sky
423,Wanning,18.8003,110.3967,75.31,89,71,1.92,CN,broken clouds
424,Sinnamary,5.3833,-52.95,76.01,84,100,0.74,GF,overcast clouds
425,Nicoya,10.1483,-85.452,91.4,40,75,10.36,CR,broken clouds
426,Acapulco,16.8634,-99.8901,84.2,70,1,11.5,MX,clear sky
427,Ormara,25.2088,64.6357,82.33,67,30,0.85,PK,scattered clouds
428,Puerto Carreno,6.189,-67.4859,85.3,61,100,13.11,CO,light rain
429,Sao Miguel Do Araguaia,-13.275,-50.1628,86.92,51,15,4.68,BR,few clouds
430,Tayoltita,24.0833,-105.9333,79.9,44,64,6.04,MX,broken clouds
431,Manado,1.487,124.8455,71.6,100,40,2.3,ID,scattered clouds
432,Nioro,13.35,-15.75,88.79,29,61,14.9,GM,broken clouds
433,Jiazi,22.8779,116.067,70.93,92,100,6.78,CN,overcast clouds
434,Eston,51.1501,-108.7514,59.0,40,90,6.91,CA,overcast clouds
435,Lodwar,3.1191,35.5973,87.28,43,100,13.0,KE,overcast clouds
436,Praia,14.9215,-23.5087,73.4,68,40,17.27,CV,scattered clouds
437,Ulaanbaatar,47.9077,106.8832,30.2,74,40,6.71,MN,scattered clouds
438,Shitanjing,39.2342,106.3439,40.14,26,4,13.62,CN,clear sky
439,Iskilip,40.7353,34.4739,55.72,53,46,2.04,TR,scattered clouds
440,Iberia,29.9502,-91.7507,82.4,74,75,17.27,US,broken clouds
441,Sidrolandia,-20.9319,-54.9614,78.8,50,0,3.44,BR,clear sky
442,Puerto Madryn,-42.7692,-65.0385,75.33,28,100,14.29,AR,overcast clouds
443,Luganville,-15.5333,167.1667,74.82,80,72,3.62,VU,broken clouds
444,Bagru,26.8088,75.5423,87.8,15,0,4.61,IN,haze
445,Ambon,-3.6954,128.1814,80.33,66,90,2.95,ID,overcast clouds
446,Greenwood,34.1668,-82.1165,81.0,50,20,9.22,US,few clouds
447,Port Hardy,50.6996,-127.4199,48.2,93,90,6.91,CA,light rain
448,Hong Gai,20.956,107.0946,77.0,83,75,4.61,VN,light rain
449,Aleksandrovskoye,44.7142,43.0008,48.2,71,22,4.47,RU,few clouds
450,Vostok,46.4856,135.8833,41.9,53,100,4.23,RU,overcast clouds
451,Kenora,49.8167,-94.4337,50.0,50,40,3.44,CA,scattered clouds
452,Taoudenni,22.6783,-3.9836,99.72,10,16,8.1,ML,few clouds
453,Candelaria,13.9311,121.4233,75.0,83,100,4.68,PH,overcast clouds
454,Paita,-5.0892,-81.1144,82.4,54,0,14.97,PE,clear sky
455,Hamilton,39.1834,-84.5333,82.0,34,1,18.41,US,clear sky
456,Kilindoni,-7.9139,39.6668,80.6,82,65,11.74,TZ,light rain
457,Mahibadhoo,3.7833,72.9667,83.8,70,58,5.06,MV,broken clouds
458,Brae,60.3964,-1.353,44.6,65,40,17.27,GB,scattered clouds
459,Moron,-34.6534,-58.6198,73.99,46,75,8.05,AR,broken clouds
460,Ayabe,35.3,135.25,57.99,88,100,4.83,JP,overcast clouds
461,Natalio,-26.7167,-55.0833,74.48,29,0,4.76,PY,light rain
462,Anahuac,27.2333,-100.15,87.8,51,75,6.91,MX,broken clouds
463,Bilibino,68.0546,166.4372,10.83,95,100,0.6,RU,overcast clouds
464,Bani Walid,31.7566,13.9942,80.98,32,100,14.72,LY,overcast clouds
465,Andijon,40.7821,72.3442,64.4,48,0,4.47,UZ,clear sky
466,Soe,-9.8607,124.284,58.93,71,7,3.76,ID,clear sky
467,Carutapera,-1.195,-46.02,82.18,78,100,7.58,BR,overcast clouds
468,Paeroa,-37.3667,175.6667,54.0,87,7,1.74,NZ,clear sky
469,Muyuka,4.2898,9.4103,84.2,84,75,4.61,CM,moderate rain
470,Katrineholm,58.9959,16.2072,46.4,53,90,3.44,SE,overcast clouds
471,Gillette,44.2911,-105.5022,50.0,57,90,8.05,US,overcast clouds
472,Novyy Yegorlyk,46.3927,41.8716,46.45,60,100,4.54,RU,overcast clouds
473,Solwezi,-12.1688,26.3894,63.21,92,99,3.47,ZM,overcast clouds
474,Marawi,7.9986,124.2928,75.0,87,64,7.0,PH,broken clouds
475,Shaunavon,49.6501,-108.4181,55.4,28,53,14.97,CA,broken clouds
476,Francisco Sa,-16.4758,-43.4883,84.47,43,81,5.95,BR,broken clouds
477,Ukiah,39.1502,-123.2078,66.0,44,1,4.59,US,clear sky
478,Nuuk,64.1835,-51.7216,37.4,81,40,8.05,GL,scattered clouds
479,Tual,-5.6667,132.75,83.08,64,90,7.27,ID,overcast clouds
480,Araouane,18.9048,-3.5265,95.68,9,51,4.38,ML,broken clouds
481,Riyadh,24.6877,46.7219,91.4,19,75,2.3,SA,broken clouds
482,Urengoy,65.9667,78.3667,32.5,94,100,10.96,RU,overcast clouds
483,Ponta Delgada,37.7333,-25.6667,59.0,88,75,9.22,PT,broken clouds
484,Yibin,28.7667,104.6238,65.3,89,100,3.42,CN,moderate rain
485,Mwanza,-2.5167,32.9,69.8,94,40,6.91,TZ,scattered clouds
486,Goksun,38.021,36.4973,66.2,63,0,25.32,TR,clear sky
487,Vila Do Maio,15.1333,-23.2167,73.4,68,40,17.27,CV,scattered clouds
488,Cairns,-16.9167,145.7667,73.4,78,75,8.05,AU,broken clouds
489,Odweyne,9.4092,45.064,78.35,52,8,10.29,SO,clear sky
490,Yurgamysh,55.3714,64.4656,48.43,52,100,2.1,RU,overcast clouds
491,Kavaratti,10.5669,72.642,84.27,75,1,6.91,IN,clear sky
492,Iskateley,67.6803,53.1512,24.78,86,88,8.41,RU,overcast clouds
493,Kapit,2.0167,112.9333,73.67,99,100,1.74,MY,overcast clouds
494,Maarianhamina,60.0973,19.9348,33.8,75,0,4.61,AX,clear sky
495,Rimini,44.0241,12.5186,55.99,88,75,3.44,IT,broken clouds
496,Taft,31.7471,54.2088,78.8,21,20,4.61,IR,few clouds
497,Qaqortoq,60.7167,-46.0333,46.4,57,20,4.61,GL,few clouds
498,Chilliwack,49.1747,-121.9443,57.0,67,100,4.61,CA,overcast clouds
499,Takoradi,4.8845,-1.7554,82.47,80,99,13.38,GH,overcast clouds
500,Kamaishi,39.2667,141.8833,47.16,76,41,6.62,JP,scattered clouds
501,Kanodar,24.1,72.3833,80.6,43,100,10.16,IN,overcast clouds
502,Tenenkou,14.4572,-4.9169,99.91,8,5,5.28,ML,clear sky
503,Panjab,34.388,67.0233,53.49,43,61,3.49,AF,broken clouds
504,Voyvozh,62.892,54.9635,36.77,87,100,2.91,RU,overcast clouds
505,Sorong,-0.8833,131.25,81.72,80,100,11.14,ID,overcast clouds
506,Sandwick,60.0,-1.25,44.6,65,40,17.27,GB,scattered clouds
507,San Juan Ixcoy,15.5997,-91.4453,80.6,32,20,6.91,GT,few clouds
508,Bilma,18.6853,12.9164,92.82,9,0,6.89,NE,clear sky
509,Bubaque,11.2833,-15.8333,78.17,72,1,23.15,GW,clear sky
510,Coxim,-18.5067,-54.76,91.58,30,0,5.55,BR,clear sky
511,Puerto Penasco,31.3167,-113.5333,68.0,47,99,8.01,MX,overcast clouds
512,Nizwa,22.9333,57.5333,83.55,18,40,1.9,OM,scattered clouds
513,Dudinka,69.4058,86.1778,33.57,88,100,17.98,RU,overcast clouds
514,Marsa Matruh,31.3525,27.2453,64.4,63,0,4.61,EG,clear sky
515,Taitung,22.7583,121.1444,71.2,79,100,2.42,TW,overcast clouds
516,Baker City,44.7749,-117.8344,55.4,35,1,4.61,US,clear sky
517,Urdoma,61.7533,48.5442,37.83,94,98,2.8,RU,light rain
518,Uri,34.0833,74.0333,59.95,55,5,8.08,IN,clear sky
519,Hengyang,26.8881,112.615,62.19,92,100,2.68,CN,light rain
520,Baie-Comeau,49.2168,-68.1489,53.6,54,90,6.91,CA,overcast clouds
521,Severnyy,50.677,36.5532,41.0,60,0,4.47,RU,clear sky
522,Oksfjord,70.2396,22.3479,32.0,64,40,12.66,NO,light snow
523,Elko,41.0002,-115.5012,50.0,34,75,3.94,US,broken clouds
524,Khonsa,27.0167,95.5667,72.1,36,73,4.32,IN,broken clouds
525,Svetlogorsk,52.6333,29.7333,34.7,76,56,6.69,BY,broken clouds
526,Leninsk,48.7119,45.1994,42.8,70,0,6.71,RU,clear sky
527,Guadalupe Y Calvo,26.1,-106.9667,64.69,31,4,18.41,MX,clear sky
528,Zhangjiakou,40.81,114.8794,45.16,30,2,11.63,CN,clear sky
529,Zhigansk,66.7697,123.3711,-2.25,97,19,6.38,RU,few clouds
530,Lar,26.2039,83.9717,85.95,6,0,5.88,IN,clear sky
531,Xining,36.6167,101.7667,33.39,74,33,2.19,CN,scattered clouds
532,Altay,47.8667,88.1167,44.73,45,100,6.85,CN,overcast clouds
533,Tres Arroyos,-38.3739,-60.2798,68.5,54,0,10.96,AR,clear sky
534,Cilegon,-6.0174,106.0538,80.6,74,20,2.3,ID,few clouds
535,Gushikawa,26.3544,127.8686,68.0,82,75,3.44,JP,broken clouds
536,Sao Jose Da Coroa Grande,-8.8978,-35.1478,81.54,76,18,8.72,BR,few clouds
537,Bonthe,7.5264,-12.505,82.42,72,76,13.22,SL,broken clouds
538,Shahreza,32.0339,51.8794,69.71,28,100,5.12,IR,overcast clouds
539,Zonguldak,41.25,31.8333,49.6,80,87,3.29,TR,overcast clouds
540,Lindi,-10.0,39.7167,77.0,94,75,8.05,TZ,broken clouds
541,Pemangkat,1.1667,108.9667,77.58,87,100,4.7,ID,overcast clouds
542,Kudahuvadhoo,2.6708,72.8944,82.83,73,95,4.65,MV,overcast clouds
543,Cienfuegos,22.1461,-80.4356,87.8,62,75,9.22,CU,broken clouds
544,Xuddur,4.1213,43.8894,81.79,57,100,7.23,SO,overcast clouds
545,Shingu,33.7333,135.9833,59.59,85,100,4.7,JP,overcast clouds
546,Faya,18.3851,42.4509,60.8,72,0,5.75,SA,clear sky
547,Nzega,-2.479,29.5564,57.0,94,100,3.04,RW,overcast clouds
548,Lobito,-12.3481,13.5456,80.08,78,6,2.26,AO,clear sky
549,Vega De Alatorre,20.0333,-96.6333,88.03,61,20,16.2,MX,few clouds
550,Huarmey,-10.0681,-78.1522,72.01,76,98,12.73,PE,overcast clouds
551,Kloulklubed,7.0419,134.2556,75.2,94,40,2.06,PW,scattered clouds
552,Sur,22.5667,59.5289,86.95,40,71,8.9,OM,broken clouds
553,Tres Lagoas,-20.7511,-51.6783,87.6,22,0,8.37,BR,clear sky
554,Bahia Honda,22.9036,-83.1592,86.56,49,0,15.77,CU,clear sky
555,Neryungri,56.6709,124.6491,17.87,94,100,9.17,RU,snow
556,Kuito,-12.3833,16.9333,64.62,63,82,2.93,AO,broken clouds
557,Ciempozuelos,40.1591,-3.621,62.01,67,20,9.22,ES,few clouds
558,San Joaquin,37.9333,-121.3011,69.01,42,1,14.97,US,clear sky
559,Vao,-22.6667,167.4833,72.7,57,76,17.67,NC,broken clouds
560,Rawson,-43.3002,-65.1023,73.8,28,100,12.06,AR,overcast clouds
561,Jiexiu,37.0244,111.9125,49.15,21,81,4.81,CN,broken clouds
562,Shima,24.4478,117.8111,68.0,100,90,0.25,CN,mist
563,Ilebo,-4.3167,20.5833,76.28,81,73,0.67,CD,broken clouds
564,Eching,48.3,11.6167,53.6,50,0,6.91,DE,clear sky
565,Hami,42.8,93.45,55.42,18,58,5.64,CN,broken clouds
566,Camana,-16.6228,-72.7111,71.11,74,76,9.84,PE,broken clouds
567,Goundam,16.4145,-3.6708,97.86,9,3,8.68,ML,clear sky
568,Dingle,10.9995,122.6711,75.33,89,95,6.38,PH,light rain
569,Kirkwall,58.9848,-2.9587,44.6,81,75,9.22,GB,broken clouds
570,Xunchang,28.4543,104.715,63.19,91,100,1.48,CN,moderate rain
571,Inirida,3.8653,-67.9239,74.26,98,100,3.06,CO,light rain
572,Mount Isa,-20.7333,139.5,60.8,44,0,4.61,AU,clear sky
573,Asau,46.4333,26.4,39.0,62,100,3.49,RO,overcast clouds
574,Ouidah,6.3631,2.0851,86.0,74,40,13.8,BJ,scattered clouds
575,Khash,28.2211,61.2158,74.52,20,20,3.83,IR,few clouds
576,Stornoway,58.2093,-6.3865,46.4,66,75,18.41,GB,broken clouds
577,Euclides Da Cunha,-10.5075,-39.0158,88.45,36,74,9.51,BR,broken clouds
578,Tarko-Sale,64.9225,77.785,35.01,86,100,10.45,RU,snow
579,Nome,64.5011,-165.4064,37.99,65,1,3.44,US,clear sky
580,Snihurivka,47.0758,32.8052,42.8,100,90,15.66,UA,mist
581,Chebenki,51.9337,55.7077,33.8,100,0,10.02,RU,clear sky
582,Shu,43.5983,73.7614,57.99,30,40,3.0,KZ,scattered clouds
583,Burhanpur,21.3,76.2333,87.53,23,2,4.23,IN,clear sky
584,Zhezkazgan,47.8043,67.7144,65.14,24,7,11.01,KZ,clear sky
585,Baghmara,23.795,86.2085,83.79,10,0,2.68,IN,clear sky
586,Marand,38.4329,45.7749,57.2,77,75,13.8,IR,broken clouds
587,Richards Bay,-28.783,32.0377,73.49,82,11,13.82,ZA,few clouds
588,Kamenka,51.3223,42.7678,44.01,63,100,10.0,RU,moderate rain
589,Taltal,-25.4,-70.4833,65.68,70,31,4.41,CL,scattered clouds
590,Kambarka,56.2694,54.2062,42.53,66,100,5.79,RU,overcast clouds
591,Remontnoye,46.5614,43.6501,44.6,70,92,6.71,RU,overcast clouds
592,Moses Lake,47.1301,-119.2781,62.6,29,1,4.61,US,clear sky
593,Portland,45.5234,-122.6762,60.01,62,75,1.34,US,broken clouds
594,Kupang,-10.1667,123.5833,72.97,78,30,6.2,ID,scattered clouds
595,Raga,8.4596,25.678,84.51,41,51,0.94,SS,broken clouds
596,Fairbanks,64.8378,-147.7164,39.99,26,20,13.8,US,few clouds
597,Katunino,64.3862,40.6298,32.0,74,90,6.71,RU,snow
598,Malinovoye Ozero,51.6753,79.7825,56.8,54,100,11.25,RU,light rain
599,Biak,-0.9131,122.8766,76.06,84,21,3.47,ID,few clouds
600,Belmonte,-15.8631,-38.8828,80.6,65,20,11.5,BR,few clouds
601,Sao Joao Do Paraiso,-15.3136,-42.0144,86.61,32,76,6.71,BR,broken clouds
602,Dandong,40.1292,124.3947,46.69,91,98,3.78,CN,overcast clouds
603,Tabuk,17.4189,121.4443,72.03,82,84,0.92,PH,broken clouds
604,Manyana,-23.4,21.7167,71.91,26,30,5.26,BW,scattered clouds
605,Slamannan,55.9373,-3.8331,44.01,91,100,11.86,GB,light rain
606,Christchurch,-43.5333,172.6333,37.99,93,12,3.44,NZ,few clouds
607,Mecca,21.4267,39.8261,82.94,49,63,11.05,SA,broken clouds
608,Margate,51.3813,1.3862,48.0,64,8,1.01,GB,clear sky
609,Bowen,-20.0167,148.2333,66.2,88,75,8.05,AU,broken clouds
610,Kotra,25.8167,79.3167,91.18,6,0,4.81,IN,clear sky
611,Atasu,48.6814,71.6433,59.63,31,42,10.87,KZ,scattered clouds
612,Ust-Omchug,61.15,149.6333,2.93,99,91,0.51,RU,overcast clouds
613,Mehran,33.1222,46.1646,64.4,39,75,4.61,IR,broken clouds
614,Laguna,38.421,-121.4238,72.0,32,1,12.66,US,clear sky
615,Abonnema,4.7084,6.7931,80.92,81,98,6.53,NG,overcast clouds
616,Beruwala,6.4788,79.9828,80.85,83,49,4.36,LK,scattered clouds
617,Gisborne,-38.6533,178.0042,46.99,99,100,1.99,NZ,overcast clouds
618,Santa Marta,11.2408,-74.199,93.99,57,100,1.99,CO,overcast clouds
619,Avera,33.194,-82.5271,82.4,39,1,11.5,US,clear sky
620,Tamworth,52.634,-1.6959,48.0,85,100,1.01,GB,light rain
621,Basco,20.4487,121.9702,75.76,70,89,15.39,PH,overcast clouds
622,Punta Gorda,26.9298,-82.0454,87.8,40,40,9.22,US,scattered clouds
623,Torres,-29.3353,-49.7269,69.98,50,0,12.71,BR,clear sky
624,Vadso,70.0744,29.7487,30.2,74,40,11.5,NO,scattered clouds
625,Llanes,43.4198,-4.7549,57.99,94,100,1.99,ES,overcast clouds
626,Jizan,17.3333,42.6667,89.6,66,75,4.61,SA,broken clouds
627,Loyga,61.0784,44.6075,35.2,97,100,2.64,RU,light snow
628,Tateyama,34.9833,139.8667,57.2,77,20,8.05,JP,few clouds
629,Denizli,37.8402,29.0698,55.4,62,0,5.75,TR,clear sky
630,Beyneu,45.3167,55.2,64.96,46,100,13.22,KZ,overcast clouds
631,Asuncion,-25.3007,-57.6359,75.2,43,0,8.05,PY,clear sky
632,Neiafu,-18.65,-173.9833,80.6,89,75,12.66,TO,light rain
633,Vung Tau,10.346,107.0843,82.29,75,83,9.35,VN,broken clouds
634,Eydhafushi,5.1033,73.0708,83.88,72,78,6.38,MV,broken clouds
635,Pokhara,28.2333,83.9833,72.68,21,2,7.58,NP,clear sky
636,Alexandria,31.2156,29.9553,64.4,77,0,11.5,EG,clear sky
637,Alyangula,-13.8483,136.4192,75.2,100,75,3.44,AU,heavy intensity rain
638,Barra,-11.0894,-43.1417,90.61,34,45,6.06,BR,scattered clouds
639,Lumeje,-11.55,20.7833,68.68,74,55,3.62,AO,broken clouds
640,Eyl,7.9803,49.8164,84.04,70,6,10.92,SO,clear sky
641,Dukat,62.55,155.55,5.81,79,2,3.85,RU,clear sky
642,Lukovetskiy,64.2956,41.9211,32.0,74,90,6.71,RU,light snow
643,Cuamba,-14.8031,36.5372,68.61,96,13,2.95,MZ,few clouds
644,Casino,-28.8667,153.05,57.99,100,100,4.61,AU,overcast clouds
645,Hokitika,-42.7167,170.9667,48.69,69,78,5.1,NZ,broken clouds
646,Channel-Port Aux Basques,47.5702,-59.1367,37.78,94,100,16.75,CA,overcast clouds
647,Moerai,-22.4333,-151.3333,77.97,71,58,7.07,PF,broken clouds
648,Newcastle,-32.9272,151.7765,63.0,100,75,5.75,AU,broken clouds
649,Nabire,-3.3667,135.4833,77.11,89,94,1.16,ID,moderate rain
650,Marsh Harbour,26.5412,-77.0636,74.3,62,83,18.52,BS,broken clouds
651,Wilmington,34.2257,-77.9447,81.0,39,1,12.66,US,clear sky
652,Marquette,46.5333,-87.6335,41.0,85,100,5.73,US,overcast clouds
653,Hecun,36.5333,114.1111,57.97,16,93,3.8,CN,overcast clouds
654,Cap Malheureux,-19.9842,57.6142,78.01,81,100,5.99,MU,moderate rain
655,Mansa,29.9833,75.3833,88.7,12,3,2.37,IN,clear sky
656,New Bedford,41.6362,-70.9342,64.99,25,1,12.66,US,clear sky
657,Carroll,39.5501,-77.0164,81.0,33,15,8.99,US,few clouds
658,Betioky,-23.7167,44.3833,71.87,70,0,2.91,MG,clear sky
659,Roma,43.2128,-75.4557,61.0,31,75,4.61,US,broken clouds
660,Gloversville,43.0528,-74.3438,59.0,33,75,5.75,US,broken clouds
661,San Quintin,30.4833,-115.95,56.89,75,99,1.99,MX,overcast clouds
662,Hofn,64.2539,-15.2082,44.2,74,1,9.64,IS,clear sky
663,Tetiz,20.9667,-89.9333,100.0,32,75,14.97,MX,broken clouds
664,Mayor Pablo Lagerenza,-19.9309,-60.7718,82.08,23,0,7.45,PY,clear sky
665,Vestmanna,62.1564,-7.1664,42.8,87,90,4.61,FO,overcast clouds
666,Polovinnoye,54.7914,65.9864,48.16,75,100,3.31,RU,overcast clouds
667,Aitape,-3.1374,142.3475,77.34,88,8,3.29,PG,clear sky
668,Mwinilunga,-11.7358,24.4293,62.38,88,52,3.42,ZM,broken clouds
669,Zunyi,27.6867,106.9072,59.95,87,100,1.86,CN,light rain
670,Karratha,-20.7377,116.8463,76.84,26,0,10.25,AU,clear sky
671,Buchanan,5.8808,-10.0467,84.2,84,75,5.75,LR,broken clouds
672,Vrangel,42.7297,133.0839,43.99,95,100,10.56,RU,moderate rain
673,Boa Viagem,-5.1275,-39.7322,86.56,50,65,6.73,BR,broken clouds
674,Zhob,31.3411,69.4481,74.89,24,7,4.56,PK,clear sky
675,Tezu,27.9167,96.1667,78.62,31,88,4.56,IN,overcast clouds
676,Half Moon Bay,37.4636,-122.4286,66.0,82,1,9.22,US,clear sky
677,Otane,-39.8833,176.6333,48.99,80,100,1.99,NZ,overcast clouds
678,Foumban,5.7291,10.9001,65.16,92,100,1.74,CM,light rain
679,Arima,10.6333,-61.2833,87.8,55,40,10.36,TT,scattered clouds
680,Rupert,42.6191,-113.6772,48.2,57,90,5.75,US,overcast clouds
681,Alzey,49.7517,8.1161,57.0,32,0,4.47,DE,clear sky
682,Nyagan,62.1406,65.3936,36.7,66,7,6.78,RU,clear sky
683,Ponta Grossa,-25.095,-50.1619,71.6,44,0,2.3,BR,clear sky
684,Paso De Los Toros,-32.8167,-56.5167,66.2,55,75,5.75,UY,broken clouds
685,Omsukchan,62.5333,155.8,3.34,89,7,3.94,RU,clear sky
686,Waingapu,-9.6567,120.2641,72.37,74,15,6.51,ID,few clouds
687,Wangaratta,-36.3667,146.3333,35.6,100,8,3.53,AU,clear sky
688,Beinamar,8.6698,15.3813,87.22,36,70,6.46,TD,broken clouds
689,Paso De Patria,-27.2454,-58.5454,75.0,49,0,5.75,AR,clear sky
690,Garden City,42.3256,-83.331,82.4,44,90,11.5,US,overcast clouds
691,Shubarkuduk,49.1447,56.4872,50.29,67,100,13.44,KZ,overcast clouds
692,Kaeo,-35.1,173.7833,53.01,94,30,1.99,NZ,scattered clouds
693,Kandi,11.1342,2.9386,94.46,26,71,8.23,BJ,broken clouds
694,Tignere,7.3667,12.65,67.35,74,100,2.44,CM,overcast clouds
695,Coeneo,19.8167,-101.5833,82.0,29,100,4.0,MX,overcast clouds
696,Curup,-3.4667,102.5333,68.36,98,45,3.22,ID,scattered clouds
