City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
188,Fare,PF,2021-04-23 00:23:16,-16.7,-151.0167,80.62,74,5,14.5
189,Gandorhun,SL,2021-04-23 00:23:16,7.5,-11.8333,78.08,91,91,1.86
190,Pevek,RU,2021-04-23 00:21:02,69.7008,170.3133,22.41,73,46,9.89
191,Mayo,US,2021-04-23 00:23:16,38.8876,-76.5119,48.99,34,20,9.22
192,Koungou,YT,2021-04-23 00:23:17,-12.7336,45.2042,80.6,83,100,5.75
193,San Andres,CO,2021-04-23 00:23:17,12.5847,-81.7006,84.2,70,40,13.8
194,Geraldton,AU,2021-04-23 00:20:34,-28.7667,114.6,66.2,63,100,5.75
195,Sobolevo,RU,2021-04-23 00:23:17,54.4299,31.8996,44.15,90,85,10.09
196,Martapura,ID,2021-04-23 00:22:23,-3.4167,114.85,77.0,83,16,2.3
197,Yumen,CN,2021-04-23 00:23:18,40.2833,97.2,46.85,26,88,6.93
198,Malibu,US,2021-04-23 00:23:03,34.005,-118.8101,59.0,79,39,8.01
199,Nguru,NG,2021-04-23 00:23:18,12.8791,10.4526,87.4,9,28,4.65
200,Umm Lajj,SA,2021-04-23 00:23:19,25.0213,37.2685,78.93,69,49,10.18
201,Mafra,BR,2021-04-23 00:23:19,-26.1114,-49.8053,53.01,96,98,1.01
202,Igrim,RU,2021-04-23 00:23:19,63.1906,64.4162,37.42,92,95,5.55
203,Victor Harbor,AU,2021-04-23 00:23:20,-35.5667,138.6167,63.0,70,80,1.99
204,Katherine,AU,2021-04-23 00:23:20,-14.4667,132.2667,80.6,74,90,12.66
205,Gazli,UZ,2021-04-23 00:23:20,40.1333,63.45,53.01,45,58,14.05
206,Paita,PE,2021-04-23 00:23:20,-5.0892,-81.1144,72.57,74,55,16.53
207,Puerto Escondido,MX,2021-04-23 00:23:21,15.85,-97.0667,84.2,79,40,9.22
208,Lyuban,BY,2021-04-23 00:23:21,52.7985,28.0048,39.67,80,100,7.49
209,Sinnamary,GF,2021-04-23 00:23:21,5.3833,-52.95,77.74,88,86,12.03
210,Rongcheng,CN,2021-04-23 00:23:22,30.634,117.8517,65.1,89,94,3.89
211,Tabou,CI,2021-04-23 00:23:22,4.423,-7.3528,79.88,87,79,6.87
212,Flinders,AU,2021-04-23 00:18:33,-34.5833,150.8552,66.99,48,0,4.0
213,Majene,ID,2021-04-23 00:23:22,-3.5403,118.9707,80.46,81,66,3.94
214,Berezovyy,RU,2021-04-23 00:23:23,51.6667,135.7,58.19,58,100,8.23
215,Westport,US,2021-04-23 00:19:39,41.1415,-73.3579,42.01,52,77,1.01
216,Zuwarah,LY,2021-04-23 00:23:23,32.9312,12.082,66.67,76,56,10.09
217,Dalmatovo,RU,2021-04-23 00:23:23,56.26,62.9362,45.5,58,100,8.21
218,Hualmay,PE,2021-04-23 00:23:24,-11.0964,-77.6139,67.5,86,8,10.6
219,Kagadi,UG,2021-04-23 00:23:24,0.9606,30.7967,62.13,95,100,3.38
220,Opuwo,NA,2021-04-23 00:23:24,-18.0607,13.84,69.35,36,85,6.82
221,Baruun-Urt,MN,2021-04-23 00:23:25,46.6806,113.2792,41.02,30,0,19.73
222,Axim,GH,2021-04-23 00:23:25,4.8699,-2.2405,82.06,83,100,8.66
223,Vila Do Maio,CV,2021-04-23 00:23:25,15.1333,-23.2167,69.8,78,20,18.41
224,Callaway,US,2021-04-23 00:23:26,30.153,-85.5699,64.99,40,3,1.99
225,Palmerston,AU,2021-04-23 00:23:21,-12.486,130.9833,84.99,70,0,5.75
226,Nuevo Progreso,MX,2021-04-23 00:23:26,23.1667,-97.95,78.01,65,75,1.01
227,Naze,JP,2021-04-23 00:23:26,28.3667,129.4833,71.6,73,75,19.57
228,Teya,RU,2021-04-23 00:23:27,60.3778,92.6267,24.28,90,80,1.16
229,Severo-Kurilsk,RU,2021-04-23 00:18:50,50.6789,156.125,36.28,92,72,3.2
230,Pangody,RU,2021-04-23 00:23:27,65.85,74.4859,28.96,84,97,17.36
231,Dali,CN,2021-04-23 00:23:27,25.7,100.1833,59.7,62,3,4.88
232,Mitsamiouli,KM,2021-04-23 00:23:28,-11.3847,43.2844,81.21,75,100,10.16
233,Toucheng,TW,2021-04-23 00:23:28,24.8592,121.8233,78.01,88,75,3.44
234,Narsaq,GL,2021-04-23 00:23:28,60.9167,-46.05,48.2,34,20,4.61
235,Vetlanda,SE,2021-04-23 00:23:29,57.4289,15.0776,35.6,60,40,5.75
